Age,Weak Foot,Skill Moves,Height,Weight,SlidingTackle,HeadingAccuracy,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Positioning,Penalties,Composure,Marking,StandingTackle,shooting_attributes,passing_attribtes,Left,Right,Overall,Value,Potential,Wage
21,3,2,167.28,67,58,46,58,63,67,68,77,63,82,80,66,45,68,59,59,40,53,62,63,56,60.25,0,1,63,575000,72,1000
35,3,2,174,73,63,68,57,67,56,36,42,69,59,49,49,78,57,67,31,43,61,66,68,49.16666667,60.75,1,0,63,80000,63,2000
30,4,2,174,74,53,52,54,45,79,70,74,65,70,56,88,75,67,61,46,43,53,53,57,42.66666667,60,0,1,63,270000,63,3000
24,3,2,181.92,76,58,57,55,62,54,63,60,61,70,63,74,62,65,62,58,49,57,53,64,43,56.25,0,1,63,425000,68,1000
21,3,2,176.24,68,64,60,22,58,48,68,41,57,65,73,51,65,59,58,28,46,44,57,67,29.66666667,40,1,0,63,550000,74,1000
34,3,3,174,73,33,54,63,63,46,42,60,67,69,48,55,73,49,50,64,69,50,51,25,65.5,61.5,0,1,63,190000,63,4000
24,3,2,181.92,77,18,61,62,57,67,73,67,48,60,60,53,78,45,19,60,55,62,17,18,55.33333333,51.25,0,1,63,500000,68,1000
30,3,2,171.76,66,58,43,55,58,74,74,73,61,66,76,87,70,85,59,52,50,62,55,56,48.5,61.25,1,0,63,270000,63,4000
34,4,2,181.92,74,59,65,52,59,59,57,63,63,53,64,74,68,58,65,37,50,61,59,63,43,53.25,0,1,63,100000,63,2000
24,3,2,190.88,79,16,72,59,63,67,69,57,55,42,67,64,79,39,29,57,60,58,25,18,49,48.75,0,1,63,500000,67,2000
21,3,2,186.4,81,19,60,56,64,52,58,54,60,50,65,59,82,43,38,65,61,58,41,12,50.16666667,43.5,1,0,63,825000,77,1000
27,2,2,188.64,89,69,61,38,45,59,39,64,59,44,80,74,81,64,53,15,37,55,56,64,24.16666667,42.75,1,0,63,375000,66,2000
24,3,2,186.4,81,55,47,55,62,67,65,59,60,66,59,71,76,69,66,53,45,62,62,59,59.16666667,60.5,1,0,63,400000,67,1000
29,4,2,184.16,77,63,58,30,40,71,69,66,63,63,77,80,74,81,60,44,28,46,56,59,24.83333333,40,0,1,63,325000,64,3000
22,3,3,169.52,76,17,52,66,64,77,80,82,59,93,62,63,34,37,19,59,68,57,59,21,52.33333333,52.75,1,0,63,625000,74,3000
23,3,2,186.4,84,62,63,46,56,63,64,46,54,56,62,68,73,55,60,41,40,48,61,64,37.33333333,45.5,0,1,63,425000,69,4000
20,3,2,174,68,60,39,59,58,75,76,72,56,76,73,74,63,52,53,47,40,48,57,64,37.83333333,56.5,0,1,63,725000,77,1000
32,3,2,188.64,84,22,62,57,61,67,69,75,58,70,79,68,79,30,31,59,54,63,31,21,53.16666667,44.75,0,1,63,290000,63,4000
19,2,3,181.92,77,21,54,72,66,72,75,68,56,63,54,50,66,32,17,48,71,50,19,16,57.33333333,45.25,0,1,63,650000,75,5000
35,1,1,190.88,88,8,5,6,14,30,34,32,64,55,58,44,45,25,17,12,23,56,13,5,13.16666667,31.5,0,1,63,90000,63,2000
27,3,3,174,78,57,51,67,65,74,76,82,64,87,76,92,63,78,57,56,42,59,58,63,56.5,61,0,1,63,300000,63,1000
24,2,2,184.16,78,66,56,37,33,59,70,36,54,47,78,61,65,63,62,30,40,58,64,68,29.33333333,32.25,1,0,63,400000,66,1000
25,3,2,174,72,16,35,67,61,78,76,77,62,77,72,59,45,60,19,54,52,51,25,28,55.16666667,59,1,0,63,450000,64,2000
25,3,3,184.16,82,52,55,64,63,72,75,73,53,68,65,76,75,73,46,55,47,69,49,57,57,61.5,0,1,63,450000,66,2000
22,2,2,174,71,60,58,61,63,78,76,74,59,75,70,85,74,89,60,53,50,62,61,62,47.5,56.25,0,1,63,475000,68,2000
19,3,2,176.24,66,15,59,63,62,77,76,67,60,70,62,67,63,31,15,64,57,44,33,12,48.66666667,42.5,0,1,63,800000,79,1000
18,3,3,162.8,66,46,22,72,70,78,72,82,52,91,66,50,37,40,22,44,52,58,38,34,58.83333333,58.75,1,0,63,750000,77,2000
20,3,2,174,74,37,41,62,63,65,63,67,63,76,72,72,60,68,61,52,54,48,44,43,51.66666667,62.5,0,1,63,500000,69,2000
26,3,2,181.92,81,60,59,62,60,79,76,62,47,59,62,73,69,58,63,59,35,62,68,61,40.16666667,49.5,1,0,63,350000,64,1000
24,2,2,181.92,73,45,48,64,72,71,72,52,55,63,56,64,71,73,44,58,53,46,68,48,40.83333333,60.25,1,0,63,0,66,0
21,4,1,176.24,69,18,22,11,23,33,41,32,55,41,64,24,44,19,16,11,23,34,14,22,18.16666667,25.75,0,1,63,400000,71,2000
22,2,2,169.52,64,60,56,51,55,64,67,78,66,80,74,80,44,72,63,34,46,60,67,66,41.33333333,53.75,0,1,63,525000,73,1000
19,3,3,162.8,62,20,38,67,65,82,82,90,59,90,53,56,30,49,18,53,50,58,28,19,52,56.75,1,0,63,700000,76,1000
21,3,3,171.76,68,51,44,64,63,77,76,79,60,76,56,65,44,59,51,62,44,55,50,44,49.5,55,0,1,63,600000,73,1000
24,3,2,171.76,72,65,58,60,61,72,75,66,59,64,55,72,68,62,58,50,45,54,45,65,34.66666667,49.5,1,0,63,400000,68,3000
21,3,3,171.76,66,27,50,66,67,77,77,76,66,76,64,49,51,31,29,50,62,52,30,34,56,58.75,0,1,63,500000,69,6000
30,2,1,186.4,93,15,16,15,14,42,23,37,63,39,63,32,58,30,14,10,11,59,20,13,14.66666667,25.5,0,1,63,240000,63,2000
34,3,2,181.92,78,56,58,66,61,64,69,63,63,65,59,56,54,70,43,61,53,55,10,43,61.5,56.5,0,1,63,190000,63,4000
21,2,3,171.76,68,28,54,65,67,68,73,79,65,75,44,57,51,43,24,63,65,54,21,25,62.83333333,55,1,0,63,550000,71,2000
35,3,1,186.4,89,12,19,22,12,36,43,42,67,50,70,28,69,26,21,10,15,58,12,12,13.83333333,22.75,0,1,63,90000,63,1000
19,3,3,171.76,74,16,51,62,65,75,78,71,59,73,66,62,64,66,21,64,64,57,20,16,53,48.75,0,1,63,700000,76,10000
32,3,2,181.92,79,65,57,62,63,70,52,56,59,61,60,71,62,66,62,60,39,55,62,60,51.16666667,59.25,1,0,63,200000,63,2000
28,3,2,181.92,79,54,51,51,59,46,53,63,65,57,49,63,77,71,60,56,24,58,53,62,41.16666667,57.5,0,1,63,325000,64,3000
30,3,2,181.92,76,64,70,49,55,59,54,62,57,62,69,72,73,56,65,37,38,65,65,68,33.83333333,53,0,1,63,270000,63,1000
33,2,3,184.16,73,64,61,65,63,74,50,60,63,46,48,67,73,56,58,43,39,50,57,66,32.66666667,55.75,0,1,63,140000,63,3000
21,3,2,171.76,66,66,62,46,51,71,74,73,60,71,72,35,51,71,63,20,30,60,62,64,32.16666667,40.25,0,1,63,450000,70,2000
22,3,2,184.16,78,64,68,30,45,55,59,56,59,55,74,56,64,59,60,25,35,42,59,66,32,39.5,0,1,63,500000,72,3000
19,2,3,167.28,62,47,46,72,69,75,65,50,53,68,54,39,46,41,31,54,60,61,41,40,56,61,1,0,63,800000,79,3000
27,4,2,169.52,69,64,44,59,57,74,67,79,60,81,66,73,57,59,62,41,41,58,64,63,41.5,50,0,1,63,350000,64,1000
19,2,2,176.24,76,20,69,51,60,44,55,53,65,64,65,51,55,67,29,64,57,53,57,18,50.5,39.25,1,0,63,800000,79,3000
18,3,3,181.92,73,24,50,64,64,65,61,74,51,71,55,48,54,49,30,53,52,56,31,29,58.16666667,59.25,1,0,63,750000,80,4000
31,3,2,186.4,72,62,58,34,46,32,32,31,54,54,71,61,85,62,68,28,34,58,63,63,25,34.25,0,1,63,250000,63,1000
30,3,3,181.92,74,51,55,65,62,65,66,68,57,55,61,70,65,68,52,56,58,63,57,53,57.66666667,62.5,0,1,63,350000,63,1000
22,3,2,181.92,68,59,50,64,60,76,80,71,55,64,59,71,53,62,59,60,53,58,58,61,53,58.75,1,0,63,450000,71,2000
26,2,2,181.92,78,25,59,60,59,67,66,70,62,49,54,71,78,30,12,58,60,49,50,33,55.5,47.25,0,1,63,450000,64,1000
22,2,3,169.52,63,33,38,69,63,87,88,79,56,86,47,65,32,53,44,48,55,48,52,34,50.5,54.75,1,0,63,525000,70,2000
31,3,2,184.16,79,66,61,33,43,53,55,33,59,55,77,56,69,59,58,24,39,52,63,67,24.83333333,43.75,0,1,63,250000,63,5000
26,3,2,181.92,73,60,55,59,58,83,80,61,60,71,56,87,69,66,54,56,41,55,45,61,25.16666667,55,1,0,63,350000,64,2000
21,3,2,186.4,83,60,60,41,52,66,67,57,62,53,70,48,72,60,66,28,35,56,58,60,28.66666667,44.25,0,1,63,525000,73,1000
20,2,2,165.04,64,60,58,62,60,67,68,57,56,77,67,73,67,54,56,51,44,50,61,61,38.33333333,60,0,1,63,575000,75,1000
20,4,2,181.92,71,62,56,62,62,73,76,66,55,64,49,72,62,52,54,48,38,53,57,63,35.83333333,58.75,0,1,63,575000,75,2000
32,2,2,171.76,76,60,55,60,60,68,69,60,63,59,79,72,75,78,60,46,41,61,61,61,51.16666667,55.75,1,0,63,200000,63,2000
28,4,3,184.16,83,15,62,63,63,69,69,58,65,52,65,69,76,39,17,62,63,62,29,13,52.16666667,54.5,0,1,63,375000,63,1000
24,3,2,171.76,71,66,65,54,56,57,58,55,66,74,73,60,65,40,64,41,32,57,65,67,24,51.25,0,1,63,400000,68,1000
19,3,2,186.4,74,63,64,42,48,67,69,61,52,56,75,58,67,55,62,36,32,69,64,65,30.33333333,39.25,0,1,63,725000,80,3000
36,3,2,176.24,78,65,63,44,57,58,65,61,64,68,76,63,73,75,59,55,53,63,68,64,54,57,1,0,63,40000,63,2000
21,4,3,176.24,69,60,55,68,68,65,67,69,57,66,63,44,54,44,16,65,48,66,45,59,46.16666667,55,0,1,63,600000,73,1000
28,3,2,188.64,81,65,78,35,43,44,49,49,49,41,34,64,89,56,58,28,41,64,59,60,27.33333333,37,0,1,63,300000,63,4000
28,1,1,188.64,92,11,11,9,23,21,34,28,58,28,37,43,68,25,12,4,20,31,8,12,8.5,28.75,0,1,63,260000,63,2000
29,3,3,181.92,72,28,54,61,61,75,68,58,65,68,61,60,68,60,47,64,49,59,41,37,57.66666667,57,0,1,63,350000,63,2000
27,3,2,176.24,73,22,58,60,62,72,64,72,61,70,42,46,72,37,24,63,63,62,26,20,59.33333333,42.25,0,1,63,400000,63,2000
30,2,2,171.76,68,63,54,59,62,60,55,63,51,71,71,77,59,55,66,45,36,56,59,67,40.83333333,54.75,0,1,63,270000,63,1000
20,3,1,190.88,81,13,12,7,16,36,35,48,61,27,46,17,68,24,9,7,13,38,22,12,10.83333333,27.5,0,1,63,575000,76,4000
22,2,1,186.4,84,18,11,20,21,35,36,42,52,30,60,17,77,16,16,10,19,32,15,13,15.83333333,23.5,0,1,63,400000,71,2000
29,3,2,171.76,69,53,54,53,62,77,77,85,67,91,89,90,70,67,63,58,58,58,57,63,48.66666667,56.5,0,1,63,350000,63,2000
24,4,2,181.92,73,56,54,59,58,84,84,64,55,60,67,91,73,67,58,46,29,55,56,57,46.66666667,52.25,0,1,63,375000,66,1000
22,2,2,193.12,74,61,63,34,52,58,63,60,52,55,71,61,72,69,61,30,39,57,63,63,27,39.75,0,1,63,450000,70,2000
22,1,2,169.52,66,66,42,57,41,67,61,50,58,75,62,81,41,53,66,53,40,33,67,65,40.16666667,44.5,0,1,63,0,73,0
20,3,3,174,67,20,30,66,63,92,89,90,62,83,67,80,53,42,15,62,45,56,26,28,45.83333333,48.75,1,0,63,800000,77,1000
26,3,2,174,73,30,43,59,62,78,75,59,56,69,43,66,52,32,28,57,58,58,26,27,53.16666667,60.25,0,1,63,400000,63,3000
26,3,3,176.24,81,63,46,63,67,57,67,64,68,72,64,81,75,79,66,56,38,66,48,63,50.33333333,63.25,0,1,63,425000,64,3000
28,3,2,174,72,58,52,51,54,76,76,68,59,72,81,74,69,61,60,55,51,49,55,59,48,61.75,1,0,63,290000,63,5000
25,2,3,162.8,63,13,51,67,63,89,82,91,64,91,83,68,40,30,19,61,58,50,42,16,48,40.75,0,1,63,500000,68,1000
22,3,2,186.4,68,56,60,45,55,73,75,51,56,58,71,68,73,75,58,24,38,54,58,62,29.16666667,45.5,0,1,63,500000,72,1000
21,3,2,186.4,78,68,68,33,37,64,62,42,52,48,69,64,68,52,63,26,49,44,63,70,31.16666667,36.75,1,0,63,475000,71,1000
28,3,2,193.12,76,60,64,38,52,42,51,34,63,39,44,65,79,55,60,38,45,56,65,64,29.5,42.75,0,1,63,300000,63,2000
25,3,2,167.28,67,35,41,59,65,64,63,74,57,82,59,75,53,63,59,61,53,58,45,36,58,60.25,0,1,63,450000,65,1000
25,3,2,184.16,82,61,61,55,58,55,64,58,49,50,73,61,75,57,54,20,31,62,64,66,26,42,0,1,63,425000,68,1000
25,3,3,176.24,73,48,46,65,61,72,76,75,58,68,68,70,61,30,49,57,48,63,40,50,48.66666667,61,0,1,63,475000,66,1000
22,3,2,171.76,64,68,41,53,41,73,70,68,52,79,55,75,40,48,58,47,41,40,65,69,28.83333333,52.25,0,1,63,0,68,0
32,3,2,176.24,72,50,30,58,59,62,62,73,63,69,71,69,57,56,48,63,59,55,39,50,60.66666667,59.75,0,1,63,290000,63,3000
23,3,1,186.4,81,12,12,12,19,42,46,33,62,50,53,31,67,25,22,17,30,59,10,18,22.66666667,25.5,0,1,63,400000,71,1000
20,3,2,181.92,73,61,60,55,59,64,69,46,63,64,49,69,65,49,62,45,34,45,67,63,27.83333333,45.25,0,1,63,625000,76,5000
27,3,2,171.76,74,29,57,61,64,77,74,79,57,80,52,60,63,47,34,55,65,47,28,31,58.66666667,52.5,0,1,63,0,64,0
25,3,3,171.76,71,43,51,74,66,78,83,66,59,76,53,59,61,33,36,49,73,63,35,45,58.16666667,64.25,0,1,63,475000,66,1000
23,3,3,171.76,68,20,49,64,59,90,92,84,53,78,35,56,62,48,31,57,55,54,32,25,53.66666667,54.5,0,1,63,550000,71,1000
19,4,3,181.92,71,15,45,68,64,82,79,72,60,75,57,69,64,31,11,64,61,58,20,16,51.5,47,1,0,63,800000,77,5000
24,3,2,188.64,73,65,58,27,44,49,56,34,44,62,56,55,78,66,64,24,38,63,64,64,27.66666667,34.5,1,0,63,450000,70,2000
22,3,3,174,62,33,49,66,61,82,74,60,50,73,54,56,40,46,33,56,54,54,43,32,53.16666667,61.5,0,1,63,575000,72,2000
34,3,2,188.64,87,15,72,44,48,60,68,52,50,39,48,61,85,35,13,66,67,69,25,12,52.66666667,38.5,0,1,63,190000,63,1000
29,3,2,190.88,82,57,59,58,56,68,76,61,62,34,34,90,90,79,56,49,25,50,55,57,43.16666667,59.5,0,1,63,280000,63,4000
20,3,1,186.4,83,11,16,13,20,47,46,36,54,35,53,36,62,16,25,17,23,38,24,16,16.33333333,20,0,1,63,675000,77,1000
30,3,2,169.52,67,35,39,61,65,67,72,73,73,73,68,70,67,68,66,57,66,70,14,53,53.5,57.25,0,1,63,350000,63,4000
21,3,2,176.24,77,62,61,60,62,74,71,75,56,69,75,63,67,63,60,61,58,63,61,60,66,64.5,0,1,63,475000,71,2000
26,3,2,181.92,83,56,64,61,64,68,50,64,70,55,67,79,82,68,63,62,32,59,66,62,52.16666667,57,0,1,63,450000,66,1000
27,3,2,184.16,74,60,60,55,57,65,66,67,60,59,73,72,75,73,62,45,46,59,58,60,37,57.5,0,1,63,300000,63,2000
26,3,2,176.24,76,58,63,52,54,57,58,59,57,64,63,90,73,86,60,53,47,54,61,63,54.16666667,55.75,0,1,63,375000,65,1000
24,3,2,167.28,67,43,39,62,64,71,69,69,60,79,70,77,56,54,39,56,64,58,39,48,55.66666667,64,0,1,63,475000,67,2000
20,3,3,186.4,78,51,56,64,65,63,63,61,58,51,50,45,66,50,31,64,60,61,48,42,55.16666667,54.5,0,1,63,725000,76,3000
25,2,3,176.24,72,40,58,71,70,68,72,74,43,67,58,69,72,40,28,45,62,58,38,40,57.83333333,58.75,0,1,63,450000,64,2000
27,3,3,171.76,81,40,31,62,59,80,81,77,58,81,59,62,73,52,51,62,52,52,39,50,55.5,57,0,1,63,375000,63,3000
25,3,3,174,66,17,45,64,64,72,76,77,66,80,34,48,46,54,24,60,65,50,24,17,63.5,57.5,0,1,63,475000,66,2000
25,3,2,176.24,73,40,42,68,65,76,72,73,62,64,46,74,71,52,41,58,46,45,56,44,51.83333333,56.75,1,0,63,450000,65,4000
23,2,1,186.4,81,11,13,13,14,32,26,60,58,44,68,22,74,22,13,6,12,37,11,14,11.33333333,26.5,0,1,63,350000,68,1000
24,2,2,188.64,94,42,60,56,59,71,80,53,53,55,66,71,89,54,42,55,51,53,25,45,51.33333333,46.5,0,1,63,500000,68,1000
20,3,2,174,69,65,58,63,61,65,72,64,53,68,76,72,70,60,62,52,38,45,52,67,24.83333333,48,0,1,63,725000,78,1000
36,4,3,167.28,69,53,58,67,66,46,33,45,73,82,86,36,67,67,54,66,47,60,55,57,52.5,68.25,1,0,63,120000,63,2000
34,4,3,167.28,64,36,61,67,64,62,58,59,60,70,52,33,36,53,44,59,62,59,38,38,64.5,63.25,1,0,63,190000,63,2000
24,3,2,186.4,86,62,59,29,41,64,52,47,62,46,76,59,77,74,57,22,31,43,62,63,25.83333333,38,1,0,63,400000,67,1000
24,3,2,169.52,68,55,50,60,60,66,63,79,55,84,89,91,60,80,63,53,54,64,60,57,53,56.5,1,0,63,425000,68,1000
23,3,1,181.92,74,19,15,18,20,41,43,32,59,35,54,29,45,25,15,10,29,49,11,18,16.83333333,24.5,0,1,63,400000,71,5000
19,3,3,174,73,39,43,68,65,68,69,67,53,67,53,43,53,42,26,58,40,59,30,34,49,59,0,1,63,800000,80,1000
23,3,2,174,73,33,57,62,61,80,82,71,56,72,76,72,68,66,24,62,61,57,29,37,54.5,51.25,0,1,63,525000,70,2000
19,3,3,171.76,66,53,47,64,63,70,75,78,67,77,58,72,33,43,30,53,59,50,32,49,46.16666667,61.25,1,0,63,800000,77,2000
23,3,3,181.92,78,34,63,56,59,78,79,62,58,65,63,60,66,61,45,59,61,45,22,40,48.16666667,58.5,0,1,63,550000,71,2000
21,3,3,165.04,58,57,53,64,66,63,53,74,59,88,62,67,58,59,58,57,45,55,62,59,47.5,62.25,0,1,63,600000,73,5000
24,3,2,160.56,58,72,56,61,50,77,68,63,59,77,70,67,43,65,59,52,18,46,65,72,39,42.25,1,0,63,400000,68,1000
24,3,3,165.04,55,46,38,64,66,74,73,66,57,59,64,52,54,68,52,57,45,63,41,48,46.83333333,60.75,0,1,63,475000,67,4000
23,3,3,174,69,22,46,66,64,71,74,69,56,70,44,58,61,42,25,63,55,56,20,31,50.16666667,57.25,0,1,63,500000,68,1000
33,3,2,188.64,78,25,68,47,59,52,47,56,68,48,72,41,79,84,39,66,67,64,43,30,53,45.25,0,1,63,230000,63,4000
30,3,3,181.92,78,46,51,68,66,64,66,66,69,64,60,55,73,73,50,58,49,64,48,48,57,62.5,0,1,63,350000,63,3000
22,3,1,195.36,82,13,11,17,19,40,49,48,55,60,58,40,60,16,16,11,25,48,16,12,17.33333333,17,0,1,63,400000,71,5000
35,2,3,186.4,79,54,63,64,70,60,59,67,52,57,57,41,73,43,51,65,53,46,55,50,61.5,62.5,0,1,63,160000,63,1000
20,3,3,171.76,64,23,37,66,65,83,85,82,53,79,35,62,42,38,23,55,56,50,27,31,45.5,54.5,0,1,63,650000,75,1000
27,3,2,186.4,82,58,65,30,35,39,53,43,55,47,63,59,85,71,59,28,47,62,62,63,27.16666667,37.25,0,1,63,350000,65,1000
31,3,2,181.92,73,58,54,62,65,71,72,64,55,70,59,71,69,51,63,59,56,51,58,62,54.83333333,63.5,0,1,63,325000,63,3000
27,2,3,184.16,78,15,67,65,63,64,71,76,58,69,73,57,66,27,19,65,59,57,28,22,56.66666667,56.75,0,1,63,375000,63,2000
23,2,2,176.24,69,48,48,62,64,44,49,61,58,55,35,70,82,45,50,54,54,62,49,48,51.66666667,63.25,0,1,63,500000,69,1000
25,3,2,184.16,73,12,62,61,64,68,75,62,62,63,68,66,72,28,13,58,64,59,35,14,54.33333333,49.75,0,1,63,500000,68,1000
27,3,2,169.52,66,17,60,55,59,81,80,77,65,78,69,64,53,45,16,65,61,59,25,19,53.5,58.25,0,1,63,425000,64,3000
25,3,2,181.92,83,60,61,29,47,61,63,55,64,66,73,62,75,67,58,36,35,43,62,64,29.5,38,0,1,63,400000,66,2000
22,2,2,174,69,48,44,61,61,72,69,78,63,76,55,83,52,71,57,53,45,63,64,60,47.16666667,59.25,0,1,63,525000,71,2000
26,2,2,174,72,65,45,60,56,76,77,78,53,79,76,75,67,65,59,50,39,45,53,63,39.83333333,52,0,1,63,375000,66,1000
29,4,2,174,79,20,62,63,61,76,68,73,56,81,80,80,77,64,21,57,62,54,37,26,57.33333333,46.75,0,1,63,375000,63,1000
21,2,3,174,73,30,55,64,66,76,77,75,57,70,56,67,54,64,25,59,51,55,30,34,53.83333333,48,0,1,63,550000,71,1000
28,3,2,186.4,77,64,69,22,47,42,47,40,58,53,74,66,70,64,60,33,17,62,59,62,29.66666667,37,0,1,63,300000,63,4000
24,2,1,184.16,76,13,8,11,28,37,33,24,55,33,66,32,61,22,13,11,22,43,10,10,7.5,32.25,0,1,63,325000,66,1000
25,3,2,174,71,63,54,60,54,76,81,69,55,67,52,67,70,55,57,56,28,45,62,58,41.16666667,62.25,0,1,63,400000,67,3000
21,4,3,171.76,72,27,31,67,54,78,78,70,51,76,47,58,58,31,17,56,37,58,21,34,52.83333333,63,1,0,63,575000,72,2000
21,3,3,171.76,71,37,42,68,65,84,82,75,57,79,65,53,56,43,49,49,49,56,32,38,54.33333333,57,0,1,63,575000,72,2000
20,3,2,174,69,60,47,54,60,73,72,72,61,65,77,74,67,72,65,48,50,56,57,65,44.5,52.5,0,1,63,550000,74,2000
25,2,3,171.76,63,28,49,75,66,72,71,64,51,79,39,33,39,31,20,58,67,52,21,26,61.5,55.75,1,0,63,475000,66,4000
21,3,2,181.92,74,16,61,61,64,64,62,60,62,59,74,63,66,56,21,63,55,56,20,21,52,47,0,1,63,525000,70,1000
21,2,2,181.92,93,13,64,61,54,61,59,60,56,60,68,52,86,50,21,59,72,53,23,15,53.5,43.75,0,1,63,575000,72,1000
31,2,1,186.4,82,20,12,18,28,45,54,46,59,42,60,37,64,25,22,12,16,52,24,13,18.83333333,32.25,0,1,63,220000,63,2000
30,3,2,174,71,64,52,52,62,60,55,62,55,65,45,72,68,78,61,50,43,63,64,66,37.5,58,0,1,63,270000,63,1000
34,2,1,186.4,83,19,11,14,26,27,30,57,60,45,56,27,57,31,14,14,26,56,11,11,16.33333333,34.25,0,1,63,150000,63,2000
27,2,2,184.16,82,66,64,38,55,55,33,49,52,64,69,63,73,65,66,25,43,60,54,66,41.66666667,40.25,0,1,63,300000,63,3000
28,3,1,184.16,79,13,13,12,18,35,32,28,56,45,57,25,60,27,17,10,17,49,12,14,13,23.25,0,1,63,300000,64,1000
23,3,2,188.64,77,64,64,38,50,66,71,66,52,50,74,69,75,52,61,29,37,56,63,64,26.33333333,35.25,1,0,63,425000,68,2000
30,4,2,174,73,27,62,62,65,68,68,61,57,59,67,66,65,72,48,62,60,65,29,36,60,55.75,0,1,63,350000,63,6000
27,3,1,193.12,88,9,11,17,19,24,27,22,64,29,40,19,68,22,8,7,12,37,20,10,11.66666667,27.25,0,1,63,300000,66,5000
25,3,2,181.92,78,55,50,63,54,72,78,51,60,61,54,78,61,65,64,52,44,50,58,58,49.83333333,56.5,0,1,63,400000,67,3000
20,3,2,165.04,63,59,55,60,64,68,66,72,61,83,63,68,48,59,49,58,55,56,54,50,59.66666667,60.5,0,1,63,650000,75,6000
21,3,1,186.4,78,10,13,10,13,34,36,42,56,32,58,18,58,19,12,7,19,39,8,13,12,22.5,0,1,63,500000,74,2000
18,3,3,171.76,66,57,49,63,64,64,69,76,61,83,80,74,55,54,64,58,54,63,56,59,51.16666667,62.75,0,1,63,675000,81,1000
24,4,3,174,64,19,39,74,69,79,78,78,61,77,69,60,49,36,18,65,48,50,24,17,56.33333333,51.5,0,1,63,500000,67,2000
28,3,2,176.24,74,62,58,60,64,61,66,66,61,65,73,65,65,65,64,52,57,58,60,63,58.66666667,55.25,0,1,63,300000,63,2000
22,3,2,186.4,78,60,68,31,53,63,63,57,55,61,68,63,77,52,53,48,35,44,65,64,39,44.75,0,1,63,525000,73,2000
19,2,3,167.28,69,35,44,74,67,82,77,92,65,90,84,60,40,35,25,65,58,55,29,21,54,48.5,0,1,63,525000,71,1000
33,2,2,176.24,84,60,50,37,50,53,58,65,66,57,82,53,78,76,60,30,38,55,61,61,36,44.5,0,1,63,150000,63,1000
21,3,3,181.92,74,26,52,65,64,79,78,73,59,67,45,58,54,32,24,58,40,64,48,35,60.33333333,55,0,1,63,600000,73,6000
20,4,2,181.92,79,63,59,25,64,65,69,62,56,62,80,69,74,55,55,33,35,51,60,64,26.16666667,39.25,0,1,63,725000,79,3000
18,4,3,171.76,68,42,50,64,63,76,71,85,56,81,60,52,49,53,32,51,52,55,41,43,53,64,0,1,63,750000,80,1000
17,3,3,174,73,30,54,67,67,79,77,69,50,78,61,65,71,52,21,59,59,48,35,35,58.83333333,53.25,0,1,63,725000,81,5000
18,3,3,181.92,71,20,53,69,64,77,75,73,65,71,69,66,61,33,19,64,72,60,27,15,55,50.75,0,1,63,750000,80,2000
32,3,2,181.92,67,61,62,56,60,55,59,62,59,72,73,76,68,49,58,40,31,64,63,65,40.16666667,58.25,1,0,63,200000,63,2000
24,3,1,181.92,74,20,18,18,22,49,54,34,61,60,61,20,55,26,23,17,20,58,11,14,16.33333333,21.75,0,1,63,350000,68,1000
26,4,3,169.52,69,43,37,63,62,75,71,86,59,82,65,66,49,35,33,58,56,64,48,48,56.5,58.5,0,1,63,425000,64,4000
23,3,3,176.24,78,47,56,62,61,71,70,68,63,72,72,71,69,65,55,62,49,70,48,52,56.5,62.25,1,0,63,0,68,0
23,3,2,181.92,77,58,65,51,57,67,66,62,53,66,71,80,73,79,61,48,52,55,66,61,45.16666667,53,0,1,63,425000,68,1000
26,3,2,184.16,83,56,70,43,59,55,54,51,50,45,70,75,78,74,63,56,73,45,58,64,40.66666667,54,0,1,63,350000,64,2000
24,2,2,169.52,73,68,51,63,50,73,63,75,59,76,55,66,60,57,63,52,41,67,57,66,42.66666667,54.75,1,0,63,425000,70,1000
22,3,2,174,68,61,60,54,64,60,69,66,55,72,58,64,57,63,58,61,47,53,62,56,48.83333333,64,0,1,63,475000,67,2000
20,3,2,184.16,78,60,60,39,42,66,65,55,55,64,77,67,78,72,63,31,43,48,60,62,28.16666667,31.75,0,1,63,725000,78,1000
35,2,2,174,68,50,42,60,57,70,75,78,71,75,37,72,53,51,60,66,43,66,57,47,55.16666667,58.75,0,1,63,160000,63,1000
25,3,3,186.4,79,52,53,67,64,56,60,62,56,54,61,66,73,53,56,63,47,55,55,58,54.83333333,60.5,0,1,63,450000,66,3000
23,2,2,184.16,82,60,59,31,48,65,68,55,53,64,81,68,76,73,52,21,36,51,61,68,31.33333333,42.75,0,1,63,425000,68,1000
25,2,3,181.92,74,18,66,64,66,60,57,60,60,60,59,59,72,30,19,57,69,51,16,22,58.83333333,54.75,0,1,63,500000,68,1000
29,3,2,174,86,18,55,65,62,69,73,68,55,72,47,59,84,59,36,68,62,54,22,25,42.83333333,51,0,1,63,375000,63,2000
25,4,2,184.16,82,15,59,56,61,70,69,67,59,61,70,71,70,55,26,63,61,52,18,18,56.66666667,49.25,0,1,63,475000,66,2000
